fulcrum_id,fulcrum_parent_id,fulcrum_record_id,version,latitude,longitude,geometry,created_at,updated_at,created_by,updated_by,s_label
cce4f6bb-6d22-4638-ab01-b8c42d45a2bd,bbcf2109-3220-4714-8556-66f25405c5f9,bbcf2109-3220-4714-8556-66f25405c5f9,2,42.0565442,-87.6737323,POINT (-87.6737323 42.0565442),2021-10-22 15:24:38 UTC,2021-10-22 15:24:50 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14295
199685a9-1137-4813-acdf-19909ebee9b9,e6191133-560d-4ce6-9638-65b42535b1f2,e6191133-560d-4ce6-9638-65b42535b1f2,1,42.0565464,-87.6737307,POINT (-87.6737307 42.0565464),2021-10-22 15:32:42 UTC,2021-10-22 15:32:57 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14273
9911cb85-3765-4012-8a5c-4abe12b0fd8f,c914bf31-8182-46f4-9aae-d70d0f0d6493,c914bf31-8182-46f4-9aae-d70d0f0d6493,1,42.0565388,-87.673732,POINT (-87.673732 42.0565388),2021-10-22 15:46:13 UTC,2021-10-22 15:46:25 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14118
37f2cc54-2c60-45b1-ae72-9e76037a0e2d,50d4f684-f25e-4ed1-9c1c-ef4021c26130,50d4f684-f25e-4ed1-9c1c-ef4021c26130,1,42.0565392,-87.6737341,POINT (-87.6737341 42.0565392),2021-10-22 15:49:25 UTC,2021-10-22 15:49:34 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14280
7174ef61-174e-4c6c-b858-f9e5d7243c4e,81b0aef5-b48d-41e3-b55e-45e886e216f1,81b0aef5-b48d-41e3-b55e-45e886e216f1,1,42.0565431,-87.6737269,POINT (-87.6737269 42.0565431),2021-10-22 15:52:17 UTC,2021-10-22 15:52:30 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14336
bd2df777-3840-4176-9da2-a3bb2e681e05,81b0aef5-b48d-41e3-b55e-45e886e216f1,81b0aef5-b48d-41e3-b55e-45e886e216f1,1,42.0565397,-87.6737294,POINT (-87.6737294 42.0565397),2021-10-22 15:52:31 UTC,2021-10-22 15:52:42 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14249
b3945f48-30ae-4cc4-9709-10aba96db217,81b0aef5-b48d-41e3-b55e-45e886e216f1,81b0aef5-b48d-41e3-b55e-45e886e216f1,1,42.0565428,-87.6737383,POINT (-87.6737383 42.0565428),2021-10-22 15:52:43 UTC,2021-10-22 15:52:53 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14278
210c8cae-3e05-42d8-bb93-3237e8aba0a2,81b0aef5-b48d-41e3-b55e-45e886e216f1,81b0aef5-b48d-41e3-b55e-45e886e216f1,1,42.0565389,-87.6737337,POINT (-87.6737337 42.0565389),2021-10-22 15:52:54 UTC,2021-10-22 15:53:05 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14330
cfd84e9e-acdd-42b5-9dd2-39ecd77e6a21,81b0aef5-b48d-41e3-b55e-45e886e216f1,81b0aef5-b48d-41e3-b55e-45e886e216f1,1,42.0565399,-87.6737324,POINT (-87.6737324 42.0565399),2021-10-22 15:53:06 UTC,2021-10-22 15:53:14 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14277
4f60b1ac-e40d-4371-849a-7d68b61dd9e0,cf92becc-f38f-40bb-a763-f4f81578f66b,cf92becc-f38f-40bb-a763-f4f81578f66b,1,42.0565377,-87.6737509,POINT (-87.6737509 42.0565377),2021-10-22 15:56:10 UTC,2021-10-22 15:56:20 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14248
a67780b9-41aa-418e-8f1d-45e6f962cdcf,cf92becc-f38f-40bb-a763-f4f81578f66b,cf92becc-f38f-40bb-a763-f4f81578f66b,1,42.0565425,-87.6737332,POINT (-87.6737332 42.0565425),2021-10-22 15:56:21 UTC,2021-10-22 15:57:16 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14397
d2233532-91d9-42b6-bf44-04af08e75122,d0289e6f-8535-4281-b71a-7de82606a63e,d0289e6f-8535-4281-b71a-7de82606a63e,1,42.0565493,-87.6737269,POINT (-87.6737269 42.0565493),2021-10-22 16:02:37 UTC,2021-10-22 16:02:50 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14239
d5f52466-6cdc-4fbe-aefc-6d0e0c3c905f,d0289e6f-8535-4281-b71a-7de82606a63e,d0289e6f-8535-4281-b71a-7de82606a63e,1,42.0565566,-87.6737483,POINT (-87.6737483 42.0565566),2021-10-22 16:02:55 UTC,2021-10-22 16:03:03 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14240
9318488e-d445-4a6b-bf8d-c20aaba99593,d0289e6f-8535-4281-b71a-7de82606a63e,d0289e6f-8535-4281-b71a-7de82606a63e,1,42.0565344,-87.6737574,POINT (-87.6737574 42.0565344),2021-10-22 16:03:07 UTC,2021-10-22 16:03:16 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14224
fea935e0-a52c-467f-8efb-0077a246b9bc,d0289e6f-8535-4281-b71a-7de82606a63e,d0289e6f-8535-4281-b71a-7de82606a63e,1,42.0565438,-87.6737285,POINT (-87.6737285 42.0565438),2021-10-22 16:03:21 UTC,2021-10-22 16:03:33 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14221
976d1a72-6023-4eca-b08d-37f95fbffe33,d0289e6f-8535-4281-b71a-7de82606a63e,d0289e6f-8535-4281-b71a-7de82606a63e,1,42.0565446,-87.6737331,POINT (-87.6737331 42.0565446),2021-10-22 16:03:34 UTC,2021-10-22 16:03:45 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14222
f927b3fb-53af-47e3-891f-49c709365388,d0289e6f-8535-4281-b71a-7de82606a63e,d0289e6f-8535-4281-b71a-7de82606a63e,1,42.0565408,-87.6737345,POINT (-87.6737345 42.0565408),2021-10-22 16:03:46 UTC,2021-10-22 16:03:55 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14223
02765577-eaea-4f64-a2a5-677eb76c2343,761e4e17-2b5c-43d7-9d1a-2d2c7554056b,761e4e17-2b5c-43d7-9d1a-2d2c7554056b,1,42.0565408,-87.6737354,POINT (-87.6737354 42.0565408),2021-10-22 16:17:08 UTC,2021-10-22 16:17:20 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14225
2eaa1e46-4ddd-4d3e-a79d-b39463a33967,761e4e17-2b5c-43d7-9d1a-2d2c7554056b,761e4e17-2b5c-43d7-9d1a-2d2c7554056b,1,42.0564898,-87.6738304,POINT (-87.6738304 42.0564898),2021-10-22 16:17:21 UTC,2021-10-22 16:17:34 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14226
a5019e37-42bb-4080-afa8-40863483d3a6,761e4e17-2b5c-43d7-9d1a-2d2c7554056b,761e4e17-2b5c-43d7-9d1a-2d2c7554056b,1,42.0565423,-87.6737335,POINT (-87.6737335 42.0565423),2021-10-22 16:17:36 UTC,2021-10-22 16:17:50 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14237
a5c171a3-64a3-4355-87a9-12fa98aeb055,761e4e17-2b5c-43d7-9d1a-2d2c7554056b,761e4e17-2b5c-43d7-9d1a-2d2c7554056b,1,42.0565435,-87.6737363,POINT (-87.6737363 42.0565435),2021-10-22 16:17:51 UTC,2021-10-22 16:18:08 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14238
6f165d44-8c65-424a-a62d-9291f356a495,2eb287d2-06df-4328-8b6d-83d00b9a05c0,2eb287d2-06df-4328-8b6d-83d00b9a05c0,1,42.0565364,-87.67373,POINT (-87.67373 42.0565364),2021-10-22 16:24:45 UTC,2021-10-22 16:25:16 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14067
0baf1af3-a98c-4561-81b5-1f5332a7ed9c,21929a37-e449-471f-9e23-8e3354bac79e,21929a37-e449-471f-9e23-8e3354bac79e,1,42.0565388,-87.6737256,POINT (-87.6737256 42.0565388),2021-10-22 16:30:33 UTC,2021-10-22 16:30:41 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14322
517b42d4-a5c6-46c9-a7f8-74e09a0fc3cd,21929a37-e449-471f-9e23-8e3354bac79e,21929a37-e449-471f-9e23-8e3354bac79e,1,42.0565414,-87.6737341,POINT (-87.6737341 42.0565414),2021-10-22 16:30:45 UTC,2021-10-22 16:31:09 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14323
13564647-eb42-4ceb-bdce-59bbc0279f44,2fc91d2e-f736-4c25-bb51-93031df9b4c4,2fc91d2e-f736-4c25-bb51-93031df9b4c4,1,42.0565139,-87.6738084,POINT (-87.6738084 42.0565139),2021-10-22 16:33:17 UTC,2021-10-22 16:33:40 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14157
f9b271f8-cc0c-442f-8f2f-3c86446e51f4,f410e05e-a55a-48c6-89a3-93580682087e,f410e05e-a55a-48c6-89a3-93580682087e,1,42.0565379,-87.6737285,POINT (-87.6737285 42.0565379),2021-10-22 16:38:13 UTC,2021-10-22 16:38:23 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14339
158abcd0-6ba8-4ee8-a2ee-8623ebb7946b,f410e05e-a55a-48c6-89a3-93580682087e,f410e05e-a55a-48c6-89a3-93580682087e,1,42.056552,-87.6737384,POINT (-87.6737384 42.056552),2021-10-22 16:38:26 UTC,2021-10-22 16:38:34 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14337
edc29c85-438d-4d5e-b2fd-46f4f112ae04,9d71a4d5-7a29-4b15-a980-aff1eca61c2e,9d71a4d5-7a29-4b15-a980-aff1eca61c2e,1,42.0565423,-87.6737312,POINT (-87.6737312 42.0565423),2021-10-22 17:57:17 UTC,2021-10-22 17:57:29 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14348
4650dca3-5dc4-4016-a4c7-8c3aaf3fccec,9d71a4d5-7a29-4b15-a980-aff1eca61c2e,9d71a4d5-7a29-4b15-a980-aff1eca61c2e,1,42.05654,-87.6737261,POINT (-87.6737261 42.05654),2021-10-22 17:57:30 UTC,2021-10-22 17:57:37 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14349
3c14799c-3a56-4a96-a5aa-a3acd95225c3,9d71a4d5-7a29-4b15-a980-aff1eca61c2e,9d71a4d5-7a29-4b15-a980-aff1eca61c2e,1,42.0565374,-87.6737303,POINT (-87.6737303 42.0565374),2021-10-22 17:57:40 UTC,2021-10-22 17:57:50 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14233
4d4565c8-3906-46cb-9877-fca84087ba15,9d71a4d5-7a29-4b15-a980-aff1eca61c2e,9d71a4d5-7a29-4b15-a980-aff1eca61c2e,1,42.0565429,-87.6737337,POINT (-87.6737337 42.0565429),2021-10-22 17:57:53 UTC,2021-10-22 17:58:03 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14235
aae725c4-a26b-42d4-a9d3-89ba1668e5b9,9d71a4d5-7a29-4b15-a980-aff1eca61c2e,9d71a4d5-7a29-4b15-a980-aff1eca61c2e,1,42.0565393,-87.6737284,POINT (-87.6737284 42.0565393),2021-10-22 17:58:06 UTC,2021-10-22 17:58:18 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14338
f2b471db-a137-4d20-b8af-b86c4db6c0d3,55859048-e4d1-492c-ab5b-9cb837f4fc85,55859048-e4d1-492c-ab5b-9cb837f4fc85,1,42.0565374,-87.6737262,POINT (-87.6737262 42.0565374),2021-10-22 18:01:35 UTC,2021-10-22 18:01:49 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14350
737f26e1-039b-42b1-afee-5c257afaa66d,55859048-e4d1-492c-ab5b-9cb837f4fc85,55859048-e4d1-492c-ab5b-9cb837f4fc85,1,42.05654,-87.6737395,POINT (-87.6737395 42.05654),2021-10-22 18:01:50 UTC,2021-10-22 18:02:18 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14351
3008106c-3b4b-437b-8edc-87a191a34af5,e747490c-be68-4daa-aeb8-0baca7897ea9,e747490c-be68-4daa-aeb8-0baca7897ea9,1,42.0565379,-87.6737268,POINT (-87.6737268 42.0565379),2021-10-22 18:14:17 UTC,2021-10-22 18:14:29 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14115
2e5eb2fe-3746-46f4-be8a-1fa1d6a2341f,e747490c-be68-4daa-aeb8-0baca7897ea9,e747490c-be68-4daa-aeb8-0baca7897ea9,1,42.0565426,-87.673733,POINT (-87.673733 42.0565426),2021-10-22 18:14:30 UTC,2021-10-22 18:14:42 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14227
b6ba634f-923c-4986-b68b-57970f9d52c0,e747490c-be68-4daa-aeb8-0baca7897ea9,e747490c-be68-4daa-aeb8-0baca7897ea9,1,42.0565542,-87.6737354,POINT (-87.6737354 42.0565542),2021-10-22 18:14:46 UTC,2021-10-22 18:14:55 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14234
1874a2d2-50ea-42ee-9742-dff20699ef10,70776af1-9199-4793-bd1f-6d4e947dae9d,70776af1-9199-4793-bd1f-6d4e947dae9d,1,42.056539,-87.6737322,POINT (-87.6737322 42.056539),2021-10-22 18:16:14 UTC,2021-10-22 18:16:26 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14114
c8627398-fb11-4371-9978-56e111522f92,02fcb530-47c7-48ce-8159-fae6dd3bb837,02fcb530-47c7-48ce-8159-fae6dd3bb837,1,42.0565429,-87.6737342,POINT (-87.6737342 42.0565429),2021-10-22 18:19:04 UTC,2021-10-22 18:19:14 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14264
2eac8ccd-5b28-48a3-9958-c58931000639,02fcb530-47c7-48ce-8159-fae6dd3bb837,02fcb530-47c7-48ce-8159-fae6dd3bb837,1,42.056539,-87.6737338,POINT (-87.6737338 42.056539),2021-10-22 18:19:15 UTC,2021-10-22 18:19:27 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14256
977285f8-6f7f-4fab-897f-cf3d159e7851,02fcb530-47c7-48ce-8159-fae6dd3bb837,02fcb530-47c7-48ce-8159-fae6dd3bb837,1,42.0565556,-87.673728,POINT (-87.673728 42.0565556),2021-10-22 18:19:40 UTC,2021-10-22 18:19:51 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14389
86bd39e4-7c65-4a60-8d65-e15f6824d1f4,02fcb530-47c7-48ce-8159-fae6dd3bb837,02fcb530-47c7-48ce-8159-fae6dd3bb837,1,42.0565402,-87.6737279,POINT (-87.6737279 42.0565402),2021-10-22 18:19:53 UTC,2021-10-22 18:20:03 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14392
90f3922a-5a7a-4cb5-9e6d-5f08490a32ec,c03b4822-5ae3-45e4-a8ff-95158b7eb8fc,c03b4822-5ae3-45e4-a8ff-95158b7eb8fc,1,42.0565367,-87.6737284,POINT (-87.6737284 42.0565367),2021-10-22 18:30:18 UTC,2021-10-22 18:31:16 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14044
3364065c-ee4d-4ef1-b931-e5e5d56b64ed,c03b4822-5ae3-45e4-a8ff-95158b7eb8fc,c03b4822-5ae3-45e4-a8ff-95158b7eb8fc,1,42.05654,-87.6737309,POINT (-87.6737309 42.05654),2021-10-22 18:31:17 UTC,2021-10-22 18:32:08 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14045
9d15bb5f-b360-4253-ac10-15ada7a7da0b,c03b4822-5ae3-45e4-a8ff-95158b7eb8fc,c03b4822-5ae3-45e4-a8ff-95158b7eb8fc,1,42.0565404,-87.673727,POINT (-87.673727 42.0565404),2021-10-22 18:32:11 UTC,2021-10-22 18:32:18 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14263
8fa9efce-8994-4ce1-b9bc-1e76ba6e8d7d,c03b4822-5ae3-45e4-a8ff-95158b7eb8fc,c03b4822-5ae3-45e4-a8ff-95158b7eb8fc,1,42.0565418,-87.6737336,POINT (-87.6737336 42.0565418),2021-10-22 18:32:21 UTC,2021-10-22 18:32:29 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14262
47ffc835-a5bd-490e-946c-8c42bfcf5042,c03b4822-5ae3-45e4-a8ff-95158b7eb8fc,c03b4822-5ae3-45e4-a8ff-95158b7eb8fc,1,42.0565474,-87.673731,POINT (-87.673731 42.0565474),2021-10-22 18:32:30 UTC,2021-10-22 18:32:43 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14261
ef7fa7dc-4254-400b-83a1-462210dd2e40,1713ccbf-9687-4cff-9ffa-2703eed8aa06,1713ccbf-9687-4cff-9ffa-2703eed8aa06,1,42.056565,-87.673751,POINT (-87.673751 42.056565),2021-10-22 18:36:33 UTC,2021-10-22 18:36:46 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14274
1025ab53-5c11-4839-886b-40cd9b3ffe89,1713ccbf-9687-4cff-9ffa-2703eed8aa06,1713ccbf-9687-4cff-9ffa-2703eed8aa06,1,42.0565514,-87.6737351,POINT (-87.6737351 42.0565514),2021-10-22 18:36:48 UTC,2021-10-22 18:36:57 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14232
a84aaf55-d93f-4ad4-81e5-2d1b449987ef,1713ccbf-9687-4cff-9ffa-2703eed8aa06,1713ccbf-9687-4cff-9ffa-2703eed8aa06,1,42.0565481,-87.6737252,POINT (-87.6737252 42.0565481),2021-10-22 18:37:00 UTC,2021-10-22 18:37:23 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14169
60a1933a-0fe2-4de7-8ad6-c8534ec8ca8a,1713ccbf-9687-4cff-9ffa-2703eed8aa06,1713ccbf-9687-4cff-9ffa-2703eed8aa06,1,42.0565401,-87.6737266,POINT (-87.6737266 42.0565401),2021-10-22 18:37:24 UTC,2021-10-22 18:37:35 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14047
