fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,c_label,worms_on_sample,photos,photos_caption,photos_url,date,time,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
bbcf2109-3220-4714-8556-66f25405c5f9,2021-10-22 15:15:50 UTC,2021-10-22 15:26:33 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-10-22 15:25:06 UTC,2021-10-22 15:26:40 UTC,2,,2021OctoberHawaii,,42.0565379,-87.6737313,POINT (-87.6737313 42.0565379),6418e5db-b035-4297-addc-8a70bcbdc1b0,Yes,2f92519b-ba7a-40e5-bfa0-2f0a9a275895,,https://web.fulcrumapp.com/photos/view?photos=2f92519b-ba7a-40e5-bfa0-2f0a9a275895,2021-10-22,10:15,157.179085220046,12.539,,,202.87868
c41588af-5534-4690-94ab-f667c68bca5c,2021-10-22 15:29:11 UTC,2021-10-22 15:31:11 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-10-22 15:53:47 UTC,2021-10-22 15:53:47 UTC,1,,2021OctoberHawaii,,42.0565194,-87.673768,POINT (-87.673768 42.0565194),d4d755cd-955e-46ad-be36-fdbd0ca178fe,Tracks,55816c59-a212-429c-859c-810e601a21a1,,https://web.fulcrumapp.com/photos/view?photos=55816c59-a212-429c-859c-810e601a21a1,2021-10-22,10:29,156.878553282966,24.9,,,
e6191133-560d-4ce6-9638-65b42535b1f2,2021-10-22 15:31:18 UTC,2021-10-22 15:33:00 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-10-22 15:53:48 UTC,2021-10-22 15:53:48 UTC,1,,2021OctoberHawaii,,42.0565367,-87.6737322,POINT (-87.6737322 42.0565367),eb7757ae-4ef2-4fa2-b6b4-9d6ba479c2b2,Yes,1b0ed0c6-e9f6-4936-b87a-19a6d7446ce3,,https://web.fulcrumapp.com/photos/view?photos=1b0ed0c6-e9f6-4936-b87a-19a6d7446ce3,2021-10-22,10:31,156.954142246136,12.509,,,
d97cb662-7c9f-4463-a6d1-b26a4cdcb9f1,2021-10-22 15:33:13 UTC,2021-10-22 15:33:44 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-10-22 15:53:48 UTC,2021-10-22 15:53:48 UTC,1,,2021OctoberHawaii,,42.056536,-87.6737313,POINT (-87.6737313 42.056536),089f838b-48c7-471e-8668-76fb87f6098f,No,21ad650a-2068-4d38-88ed-f74ffa0de2e0,,https://web.fulcrumapp.com/photos/view?photos=21ad650a-2068-4d38-88ed-f74ffa0de2e0,2021-10-22,10:33,157.036289174206,12.998,,,182.36206
55522d9f-0752-4fa5-98d2-d2f4d9492567,2021-10-22 15:33:49 UTC,2021-10-22 15:34:12 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-10-22 15:53:49 UTC,2021-10-22 15:53:49 UTC,1,,2021OctoberHawaii,,42.0565357,-87.6737432,POINT (-87.6737432 42.0565357),0de5ebd7-6ee7-4405-894a-cb5960b6b717,No,95cba593-0755-42d7-a3d8-8e732ea790fb,,https://web.fulcrumapp.com/photos/view?photos=95cba593-0755-42d7-a3d8-8e732ea790fb,2021-10-22,10:33,157.069219864826,22.5,,,270.5865
42620c6c-dfe9-4b23-ba4e-a6145dbc5f92,2021-10-22 15:34:16 UTC,2021-10-22 15:36:10 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-10-22 15:53:49 UTC,2021-10-22 15:53:49 UTC,1,,2021OctoberHawaii,,42.0565387,-87.6737349,POINT (-87.6737349 42.0565387),5240eaae-dfeb-438a-80ca-adf5bd2ecbae,No,b0168b9f-e866-47c0-83b6-2a4384486746,,https://web.fulcrumapp.com/photos/view?photos=b0168b9f-e866-47c0-83b6-2a4384486746,2021-10-22,10:34,157.016424776749,20.4,,,237.66214
0057090e-6c70-45e1-8020-91ba0e3911f9,2021-10-22 15:36:14 UTC,2021-10-22 15:37:26 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-10-22 15:53:50 UTC,2021-10-22 15:53:50 UTC,1,,2021OctoberHawaii,,42.0565379,-87.6737326,POINT (-87.6737326 42.0565379),6bace713-327e-4239-8644-b1d5684e1ab9,No,da99402f-ee34-4a74-8145-55c03c365a12,,https://web.fulcrumapp.com/photos/view?photos=da99402f-ee34-4a74-8145-55c03c365a12,2021-10-22,10:36,156.956730517261,16.7,,,248.70059
07382312-634d-47f1-b725-7eb9c52cabda,2021-10-22 15:38:48 UTC,2021-10-22 15:40:28 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-10-22 15:53:51 UTC,2021-10-22 15:53:51 UTC,1,,2021OctoberHawaii,,42.0565384,-87.6737256,POINT (-87.6737256 42.0565384),32102906-1923-4fd2-b72c-7fc8497cd6a6,Tracks,09158bb2-59bd-4f4a-80f9-75a72e434439,,https://web.fulcrumapp.com/photos/view?photos=09158bb2-59bd-4f4a-80f9-75a72e434439,2021-10-22,10:38,156.954413325312,13.427,,,
c914bf31-8182-46f4-9aae-d70d0f0d6493,2021-10-22 15:40:40 UTC,2021-10-22 15:46:29 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-10-22 15:53:51 UTC,2021-10-22 15:53:51 UTC,1,,2021OctoberHawaii,,42.0565371,-87.6737394,POINT (-87.6737394 42.0565371),a837e3cd-870a-41c7-b89b-9d3d8c40b1bc,Yes,cbd8a1ac-0906-466f-b37a-b940b9eaa864,,https://web.fulcrumapp.com/photos/view?photos=cbd8a1ac-0906-466f-b37a-b940b9eaa864,2021-10-22,10:40,157.122329129378,20.0,,,
50d4f684-f25e-4ed1-9c1c-ef4021c26130,2021-10-22 15:46:35 UTC,2021-10-22 15:49:36 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-10-22 15:53:52 UTC,2021-10-22 15:53:52 UTC,1,,2021OctoberHawaii,,42.0565383,-87.6737313,POINT (-87.6737313 42.0565383),4fc91fc1-0b80-416e-a3a6-921061608daa,Yes,2d6158e2-ee0a-4c4c-8ab1-e15512889a38,,https://web.fulcrumapp.com/photos/view?photos=2d6158e2-ee0a-4c4c-8ab1-e15512889a38,2021-10-22,10:46,156.781842490314,20.0,,,272.2814
