fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,sample_photo,sample_photo_caption,sample_photo_url,substrate,substrate_other,substrate_notes,landscape,sky_view,gridsect,gridsect_index,grid_sect_direction,gridsect_radius,substrate_temperature,ambient_temperature_c,ambient_humidity,c_label,date,time,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
a837e3cd-870a-41c7-b89b-9d3d8c40b1bc,2021-10-16 16:46:09 UTC,2021-10-16 16:48:34 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:27:54 UTC,2021-10-16 22:27:54 UTC,1,,2021OctoberHawaii,,20.7292768,-156.3112387,POINT (-156.3112387 20.7292768),b0c245a4-649f-4469-a65f-624b3174d042,,https://web.fulcrumapp.com/photos/view?photos=b0c245a4-649f-4469-a65f-624b3174d042,Rotting_flower,,,Forest,Partially Obstructed,no,,,,11.6,14.8,78,C-5278,2021-10-16,06:46,1399.08842192432,9.648,,,310.1866
4d12d57d-5124-46d2-a208-ab5601fae84d,2021-10-16 16:49:31 UTC,2021-10-16 16:50:23 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:27:55 UTC,2021-10-16 22:27:55 UTC,1,,2021OctoberHawaii,,20.7293585,-156.3110731,POINT (-156.3110731 20.7293585),11d73758-28b6-447c-9915-4b035519bb05,,https://web.fulcrumapp.com/photos/view?photos=11d73758-28b6-447c-9915-4b035519bb05,Rotting_flower,,,Forest,Partially Obstructed,no,,,,12.2,13.4,84.4,C-5287,2021-10-16,06:49,1398.82353539062,5.819,,,193.25739
4fc91fc1-0b80-416e-a3a6-921061608daa,2021-10-16 16:50:54 UTC,2021-10-16 16:51:37 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:27:56 UTC,2021-10-16 22:27:56 UTC,1,,2021OctoberHawaii,,20.7293564,-156.3110651,POINT (-156.3110651 20.7293564),da99f5fe-134e-4cad-9132-be2637fd3daa,,https://web.fulcrumapp.com/photos/view?photos=da99f5fe-134e-4cad-9132-be2637fd3daa,Rotting_flower,,,Forest,Partially Obstructed,no,,,,11.9,12.7,83.9,C-5279,2021-10-16,06:50,1393.36160636787,4.958,,,123.67094
3707b2c0-74cc-488f-9a09-5807816210a2,2021-10-16 16:52:06 UTC,2021-10-16 16:53:00 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:27:57 UTC,2021-10-16 22:27:57 UTC,1,,2021OctoberHawaii,,20.729348,-156.3110333,POINT (-156.3110333 20.729348),57f202a4-3ce7-4059-8376-3fe242fd2160,,https://web.fulcrumapp.com/photos/view?photos=57f202a4-3ce7-4059-8376-3fe242fd2160,Rotting_nut/pod/seed/fruit,,,Forest,Partially Obstructed,no,,,,12.3,12.7,85.4,C-5280,2021-10-16,06:52,1395.53884317944,4.441,,,329.4364
4785131f-785b-43fc-b394-9d5f42d9ef00,2021-10-16 16:57:23 UTC,2021-10-16 16:58:21 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:27:57 UTC,2021-10-16 22:27:57 UTC,1,,2021OctoberHawaii,,20.7271886,-156.3108869,POINT (-156.3108869 20.7271886),c644ed7e-7e97-4cd5-a961-8fa5c0389cba,,https://web.fulcrumapp.com/photos/view?photos=c644ed7e-7e97-4cd5-a961-8fa5c0389cba,Vegetal_litter/mix,,,Forest,Partially Obstructed,no,,,,11.8,14.8,73.4,C-5282,2021-10-16,06:57,1460.26467397444,5.36,,,143.43665
770311c2-2ff4-4fad-90f1-ac51c17d6df4,2021-10-16 17:01:21 UTC,2021-10-16 17:02:01 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:27:58 UTC,2021-10-16 22:27:58 UTC,1,,2021OctoberHawaii,,20.727197,-156.3073277,POINT (-156.3073277 20.727197),cbd6b774-64e1-4baf-985b-a9d9fcd31557,,https://web.fulcrumapp.com/photos/view?photos=cbd6b774-64e1-4baf-985b-a9d9fcd31557,Rotting_nut/pod/seed/fruit,,,Forest,Partially Obstructed,no,,,,10.4,12.7,82.8,C-5283,2021-10-16,07:01,1507.22536820528,4.288,,,109.2166
cb1024ad-9d0a-4af1-87da-d0f39ad9ab13,2021-10-16 17:03:35 UTC,2021-10-16 17:04:27 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:27:59 UTC,2021-10-16 22:27:59 UTC,1,,2021OctoberHawaii,,20.7273833,-156.3072991,POINT (-156.3072991 20.7273833),5ab0e49a-5b32-4b1d-a559-71d850553411,,https://web.fulcrumapp.com/photos/view?photos=5ab0e49a-5b32-4b1d-a559-71d850553411,Rotting_nut/pod/seed/fruit,,,Forest,Partially Obstructed,no,,,,10.5,14.1,78.5,C-5286,2021-10-16,07:03,1511.89978913062,3.216,,,91.40081
321cd5bc-b9a6-4317-8064-f922b531df58,2021-10-16 17:05:07 UTC,2021-10-16 17:05:35 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:28:00 UTC,2021-10-16 22:28:00 UTC,1,,2021OctoberHawaii,,20.7274243,-156.307312,POINT (-156.307312 20.7274243),87b1288a-c923-4a95-b609-ce80bfa3b91b,,https://web.fulcrumapp.com/photos/view?photos=87b1288a-c923-4a95-b609-ce80bfa3b91b,Rotting_nut/pod/seed/fruit,,,Forest,Partially Obstructed,no,,,,11.2,12.7,84.4,C-5285,2021-10-16,07:05,1509.75372484427,6.432,,,117.92975
3a00a947-095e-4657-8b66-2ef880f78572,2021-10-16 17:06:03 UTC,2021-10-16 17:06:38 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:28:00 UTC,2021-10-16 22:28:00 UTC,1,,2021OctoberHawaii,,20.7274107,-156.3073143,POINT (-156.3073143 20.7274107),01282052-b3e0-46a4-8237-81d997d05789,,https://web.fulcrumapp.com/photos/view?photos=01282052-b3e0-46a4-8237-81d997d05789,Rotting_flower,,,Forest,Partially Obstructed,no,,,,11.3,12,86.9,C-5281,2021-10-16,07:06,1507.61766441567,3.216,,,48.821587
2068fc91-df42-422d-84ce-5930d3558694,2021-10-16 17:07:25 UTC,2021-10-16 17:07:53 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:28:01 UTC,2021-10-16 22:28:01 UTC,1,,2021OctoberHawaii,,20.7274132,-156.3073145,POINT (-156.3073145 20.7274132),85720789-2b59-4182-b2f2-8a3b519bf6b1,,https://web.fulcrumapp.com/photos/view?photos=85720789-2b59-4182-b2f2-8a3b519bf6b1,Vegetal_litter/mix,,,Forest,Partially Obstructed,no,,,,11.7,12,87.8,C-5284,2021-10-16,07:07,1508.60354102307,3.216,,,129.79326
92c3730b-84c3-4738-8337-68f6827d6d3b,2021-10-16 17:11:41 UTC,2021-10-16 17:12:14 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:28:02 UTC,2021-10-16 22:28:02 UTC,1,,2021OctoberHawaii,,20.7258822,-156.3062353,POINT (-156.3062353 20.7258822),a2972fbc-eff4-4f9a-b5cf-ed5935cf4e46,,https://web.fulcrumapp.com/photos/view?photos=a2972fbc-eff4-4f9a-b5cf-ed5935cf4e46,Rotting_flower,,,Forest,Partially Obstructed,no,,,,10.4,13.4,81.8,C-5690,2021-10-16,07:11,1572.43438391327,3.216,,,193.55276
032c828b-1c91-4bc4-b4b6-01fcea717b76,2021-10-16 17:19:49 UTC,2021-10-16 17:20:13 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:28:02 UTC,2021-10-16 22:28:02 UTC,1,,2021OctoberHawaii,,20.7208302,-156.3055298,POINT (-156.3055298 20.7208302),f3decd26-aef9-4c43-8721-1509d409440c,,https://web.fulcrumapp.com/photos/view?photos=f3decd26-aef9-4c43-8721-1509d409440c,Rotting_flower,,,Forest,Partially Obstructed,no,,,,8.4,12.1,78.5,C-5683,2021-10-16,07:19,1686.33242701074,3.216,,,32.22414
faecb78a-dd57-4d4a-a669-8e5f0f3813dd,2021-10-16 17:26:59 UTC,2021-10-16 17:27:41 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:28:03 UTC,2021-10-16 22:28:03 UTC,1,,2021OctoberHawaii,,20.718756,-156.3032017,POINT (-156.3032017 20.718756),db3e0cd8-d0cc-4dc8-a4a1-4ef6b89a1ab6,,https://web.fulcrumapp.com/photos/view?photos=db3e0cd8-d0cc-4dc8-a4a1-4ef6b89a1ab6,Vegetal_litter/mix,,,Forest,Partially Obstructed,no,,,,10.4,12,81,C-5763,2021-10-16,07:26,1782.18665842672,3.216,,,17.984207
e1a1ecfc-9401-440a-8058-dd4bd38b9366,2021-10-16 17:28:10 UTC,2021-10-16 17:28:47 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:28:03 UTC,2021-10-16 22:28:03 UTC,1,,2021OctoberHawaii,,20.7187479,-156.3031923,POINT (-156.3031923 20.7187479),40acf3f2-3095-45db-89b8-18d5d3117d1f,,https://web.fulcrumapp.com/photos/view?photos=40acf3f2-3095-45db-89b8-18d5d3117d1f,Rotting_flower,,,Forest,Partially Obstructed,no,,,,10,11.3,83.9,C-5675,2021-10-16,07:28,1778.76570734656,3.573,,,134.88092
5261e4f0-6730-46a5-a744-f331fb3420d2,2021-10-16 17:34:59 UTC,2021-10-16 17:35:48 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:28:04 UTC,2021-10-16 22:28:04 UTC,1,,2021OctoberHawaii,,20.7156309,-156.3007097,POINT (-156.3007097 20.7156309),7f390e9a-2e0d-410b-b7bb-58848b63709f,,https://web.fulcrumapp.com/photos/view?photos=7f390e9a-2e0d-410b-b7bb-58848b63709f,Vegetal_litter/mix,,,Forest,Partially Obstructed,no,,,,9.4,10.6,85.6,C-5685,2021-10-16,07:34,1905.82217030043,3.216,,,232.25224
2de7e1cc-a982-4af2-bc44-5575345523bb,2021-10-16 17:36:29 UTC,2021-10-16 17:37:10 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:28:04 UTC,2021-10-16 22:28:04 UTC,1,,2021OctoberHawaii,,20.7156368,-156.3007704,POINT (-156.3007704 20.7156368),08761ec9-cba1-4607-a317-468adcc5075c,,https://web.fulcrumapp.com/photos/view?photos=08761ec9-cba1-4607-a317-468adcc5075c,Vegetal_litter/mix,,,Forest,Partially Obstructed,no,,,,9.3,12.3,84.6,C-5748,2021-10-16,07:36,1908.96512497609,3.216,,,148.22429
089f838b-48c7-471e-8668-76fb87f6098f,2021-10-16 17:47:45 UTC,2021-10-16 17:48:14 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:28:05 UTC,2021-10-16 22:28:05 UTC,1,,2021OctoberHawaii,,20.710213,-156.304754,POINT (-156.304754 20.710213),c0fa5854-a3ec-426c-9650-375de715812e,,https://web.fulcrumapp.com/photos/view?photos=c0fa5854-a3ec-426c-9650-375de715812e,Rotting_flower,,,Forest,Partially Obstructed,no,,,,9.3,10.6,85.8,C-5273,2021-10-16,07:47,1964.41730599759,10.72,,,246.5733
0de5ebd7-6ee7-4405-894a-cb5960b6b717,2021-10-16 17:50:24 UTC,2021-10-16 17:51:10 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-10-16 22:28:05 UTC,2021-10-16 22:28:05 UTC,1,,2021OctoberHawaii,,20.7101938,-156.3054758,POINT (-156.3054758 20.7101938),61db05bf-7a73-4ceb-8025-b883eb905907,,https://web.fulcrumapp.com/photos/view?photos=61db05bf-7a73-4ceb-8025-b883eb905907,Rotting_flower,,,Forest,Partially Obstructed,no,,,,9.7,9.9,89.3,C-5274,2021-10-16,07:50,1937.70680043557,14.114,,,268.1732
